Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Weapon Used,Case Closed,Risk
30981,16-07-2023,7/14/2023 20:00,13:50:00,Jaipur,BURGLARY,68,F,Blunt Object,No,Medium
30982,15-07-2023,7/14/2023 21:00,14:16:00,Mumbai,ILLEGAL POSSESSION,24,M,Explosives,Yes,High
30983,15-07-2023,7/14/2023 22:00,21:40:00,Delhi,VEHICLE - STOLEN,54,F,Other,No,Low
30984,16-07-2023,7/14/2023 23:00,22:23:00,Delhi,ILLEGAL POSSESSION,70,F,Other,Yes,Low
30985,16-07-2023,7/15/2023 0:00,23:29:00,Meerut,TRAFFIC VIOLATION,31,F,Blunt Object,Yes,Low
30986,17-07-2023,7/15/2023 1:00,7:44:00,Hyderabad,ROBBERY,19,F,Explosives,No,High
30987,17-07-2023,7/15/2023 2:00,12:58:00,Ahmedabad,ROBBERY,24,F,,No,Low
30988,15-07-2023,7/15/2023 3:00,12:22:00,Chennai,PUBLIC INTOXICATION,29,M,Knife,Yes,Medium
30989,16-07-2023,7/15/2023 4:00,4:40:00,Bangalore,EXTORTION,67,F,,No,Medium
30990,15-07-2023,7/15/2023 5:00,7:17:00,Lucknow,KIDNAPPING,50,F,Other,Yes,High
30991,15-07-2023,7/15/2023 6:00,18:40:00,Delhi,COUNTERFEITING,17,M,Explosives,Yes,High
30992,17-07-2023,7/15/2023 7:00,11:02:00,Hyderabad,KIDNAPPING,62,M,,No,High
30993,17-07-2023,7/15/2023 8:00,13:24:00,Mumbai,ILLEGAL POSSESSION,79,M,Blunt Object,No,Low
30994,16-07-2023,7/15/2023 9:00,0:41:00,Kanpur,ARSON,79,F,Poison,No,Medium
30995,16-07-2023,7/15/2023 10:00,0:23:00,Delhi,SEXUAL ASSAULT,77,M,Explosives,No,High
30996,17-07-2023,7/15/2023 11:00,5:21:00,Kolkata,SEXUAL ASSAULT,16,F,,Yes,Low
30997,17-07-2023,7/15/2023 12:00,3:46:00,Delhi,DRUG OFFENSE,30,F,Explosives,No,High
30998,17-07-2023,7/15/2023 13:00,7:31:00,Kanpur,ILLEGAL POSSESSION,76,F,Firearm,Yes,High
30999,15-07-2023,7/15/2023 14:00,7:48:00,Mumbai,DRUG OFFENSE,54,F,Blunt Object,Yes,Low
31000,16-07-2023,7/15/2023 15:00,20:02:00,Kolkata,DOMESTIC VIOLENCE,70,F,Poison,Yes,Medium
31001,18-07-2023,7/15/2023 16:00,18:50:00,Kanpur,ARSON,72,F,Poison,No,Medium
31002,17-07-2023,7/15/2023 17:00,8:24:00,Kanpur,BURGLARY,35,M,Blunt Object,Yes,Medium
31003,16-07-2023,7/15/2023 18:00,13:52:00,Mumbai,EXTORTION,64,M,Blunt Object,Yes,Medium
31004,17-07-2023,7/15/2023 19:00,12:52:00,Bangalore,KIDNAPPING,10,M,Explosives,Yes,High
31005,17-07-2023,7/15/2023 20:00,5:47:00,Nagpur,SEXUAL ASSAULT,42,F,Blunt Object,No,Low
31006,18-07-2023,7/15/2023 21:00,18:15:00,Lucknow,TRAFFIC VIOLATION,21,F,Poison,Yes,Medium
31007,16-07-2023,7/15/2023 22:00,5:24:00,Varanasi,ILLEGAL POSSESSION,68,F,Other,Yes,Low
31008,17-07-2023,7/15/2023 23:00,12:03:00,Bangalore,ROBBERY,54,F,,Yes,Low
31009,17-07-2023,7/16/2023 0:00,10:22:00,Hyderabad,EXTORTION,56,F,,No,Medium
31010,18-07-2023,7/16/2023 1:00,23:57:00,Mumbai,COUNTERFEITING,25,M,Poison,Yes,Medium
31011,17-07-2023,7/16/2023 2:00,16:29:00,Mumbai,HOMICIDE,77,M,Blunt Object,Yes,High
31012,16-07-2023,7/16/2023 3:00,3:21:00,Bangalore,DRUG OFFENSE,75,F,Other,Yes,Low
31013,17-07-2023,7/16/2023 4:00,2:21:00,Delhi,PUBLIC INTOXICATION,34,F,Firearm,No,High
31014,16-07-2023,7/16/2023 5:00,16:25:00,Nagpur,VEHICLE - STOLEN,45,F,Explosives,Yes,High
31015,18-07-2023,7/16/2023 6:00,18:28:00,Delhi,TRAFFIC VIOLATION,60,F,Knife,Yes,Medium
31016,16-07-2023,7/16/2023 7:00,17:13:00,Delhi,SHOPLIFTING,46,M,,Yes,Low
31017,18-07-2023,7/16/2023 8:00,17:50:00,Lucknow,ILLEGAL POSSESSION,33,F,Explosives,Yes,High
31018,17-07-2023,7/16/2023 9:00,21:59:00,Delhi,ARSON,15,M,Knife,No,Medium
31019,17-07-2023,7/16/2023 10:00,16:18:00,Mumbai,DOMESTIC VIOLENCE,48,F,Blunt Object,No,Low
31020,19-07-2023,7/16/2023 11:00,22:02:00,Bangalore,TRAFFIC VIOLATION,74,M,Poison,No,Medium
31021,16-07-2023,7/16/2023 12:00,18:19:00,Mumbai,BURGLARY,39,F,,No,Medium
31022,18-07-2023,7/16/2023 13:00,16:34:00,Nagpur,VEHICLE - STOLEN,56,F,Knife,No,Medium
31023,18-07-2023,7/16/2023 14:00,21:22:00,Visakhapatnam,SEXUAL ASSAULT,79,F,Knife,Yes,Medium
31024,17-07-2023,7/16/2023 15:00,17:59:00,Hyderabad,ASSAULT,69,F,Poison,No,High
31025,19-07-2023,7/16/2023 16:00,18:23:00,Mumbai,HOMICIDE,34,M,Blunt Object,No,High
31026,17-07-2023,7/16/2023 17:00,18:53:00,Hyderabad,ARSON,33,M,Knife,No,Medium
31027,19-07-2023,7/16/2023 18:00,0:00:00,Bangalore,DOMESTIC VIOLENCE,43,M,Explosives,Yes,High
31028,17-07-2023,7/16/2023 19:00,10:10:00,Bangalore,PUBLIC INTOXICATION,66,F,Blunt Object,No,Low
31029,17-07-2023,7/16/2023 20:00,16:09:00,Jaipur,DRUG OFFENSE,65,F,Other,No,Low
31030,18-07-2023,7/16/2023 21:00,20:13:00,Pune,COUNTERFEITING,20,F,Blunt Object,No,Low
31031,18-07-2023,7/16/2023 22:00,6:17:00,Kolkata,VEHICLE - STOLEN,66,F,Blunt Object,Yes,Low
31032,19-07-2023,7/16/2023 23:00,4:01:00,Delhi,BURGLARY,35,F,Poison,Yes,Medium
31033,19-07-2023,7/17/2023 0:00,8:31:00,Delhi,HOMICIDE,36,M,Other,Yes,High
31034,18-07-2023,7/17/2023 1:00,10:08:00,Patna,FIREARM OFFENSE,24,M,Other,No,Low
31035,17-07-2023,7/17/2023 2:00,7:13:00,Mumbai,IDENTITY THEFT,72,F,Explosives,Yes,High
31036,19-07-2023,7/17/2023 3:00,23:37:00,Thane,KIDNAPPING,70,F,Knife,No,High
31037,19-07-2023,7/17/2023 4:00,8:06:00,Ludhiana,ROBBERY,28,F,Poison,Yes,Medium
31038,19-07-2023,7/17/2023 5:00,19:02:00,Kolkata,FIREARM OFFENSE,56,F,Blunt Object,Yes,Low
31039,18-07-2023,7/17/2023 6:00,9:37:00,Bangalore,EXTORTION,68,M,Poison,No,Medium
31040,19-07-2023,7/17/2023 7:00,7:10:00,Agra,ILLEGAL POSSESSION,40,F,Firearm,No,High
31041,20-07-2023,7/17/2023 8:00,20:41:00,Bangalore,FRAUD,72,F,Blunt Object,Yes,Medium
31042,19-07-2023,7/17/2023 9:00,17:11:00,Jaipur,SHOPLIFTING,50,F,Poison,No,Medium
31043,18-07-2023,7/17/2023 10:00,20:41:00,Lucknow,EXTORTION,48,F,Other,Yes,Medium
31044,20-07-2023,7/17/2023 11:00,3:36:00,Rajkot,DOMESTIC VIOLENCE,76,M,Blunt Object,No,Low
31045,18-07-2023,7/17/2023 12:00,12:22:00,Mumbai,EXTORTION,36,F,Blunt Object,Yes,Medium
31046,18-07-2023,7/17/2023 13:00,4:21:00,Chennai,ARSON,33,F,Poison,Yes,Medium
31047,20-07-2023,7/17/2023 14:00,12:27:00,Pune,PUBLIC INTOXICATION,45,F,Explosives,Yes,High
31048,19-07-2023,7/17/2023 15:00,15:16:00,Surat,ROBBERY,31,F,Knife,No,Medium
31049,20-07-2023,7/17/2023 16:00,1:19:00,Nagpur,TRAFFIC VIOLATION,66,M,,Yes,Low
31050,18-07-2023,7/17/2023 17:00,21:45:00,Bangalore,ROBBERY,66,F,,No,Low
31051,18-07-2023,7/17/2023 18:00,6:19:00,Bangalore,EXTORTION,38,M,Other,No,Medium
31052,17-07-2023,7/17/2023 19:00,0:03:00,Nagpur,VEHICLE - STOLEN,46,F,Knife,Yes,Medium
31053,19-07-2023,7/17/2023 20:00,20:56:00,Ghaziabad,EXTORTION,61,M,Poison,No,Medium
31054,18-07-2023,7/17/2023 21:00,17:16:00,Delhi,ARSON,48,F,Poison,Yes,Medium
31055,18-07-2023,7/17/2023 22:00,14:42:00,Indore,EXTORTION,23,M,Poison,No,Medium
31056,18-07-2023,7/17/2023 23:00,2:41:00,Bangalore,COUNTERFEITING,52,F,Knife,Yes,Medium
31057,18-07-2023,7/18/2023 0:00,14:51:00,Chennai,ASSAULT,63,F,Blunt Object,No,High
31058,19-07-2023,7/18/2023 1:00,19:14:00,Bangalore,FRAUD,58,F,Knife,Yes,Medium
31059,20-07-2023,7/18/2023 2:00,14:18:00,Chennai,EXTORTION,34,F,Poison,No,Medium
31060,19-07-2023,7/18/2023 3:00,12:54:00,Kolkata,TRAFFIC VIOLATION,76,F,Poison,No,Medium
31061,19-07-2023,7/18/2023 4:00,6:49:00,Ghaziabad,CYBERCRIME,22,F,Poison,No,Medium
31062,18-07-2023,7/18/2023 5:00,0:40:00,Delhi,VEHICLE - STOLEN,36,F,Firearm,No,High
31063,20-07-2023,7/18/2023 6:00,6:42:00,Kolkata,COUNTERFEITING,75,M,Knife,No,Medium
31064,19-07-2023,7/18/2023 7:00,13:17:00,Pune,TRAFFIC VIOLATION,38,F,Firearm,Yes,High
31065,19-07-2023,7/18/2023 8:00,21:07:00,Jaipur,SHOPLIFTING,29,M,Firearm,Yes,High
31066,20-07-2023,7/18/2023 9:00,7:49:00,Agra,VEHICLE - STOLEN,79,M,Explosives,Yes,High
31067,19-07-2023,7/18/2023 10:00,5:13:00,Hyderabad,VANDALISM,46,F,Poison,Yes,Medium
31068,19-07-2023,7/18/2023 11:00,22:00:00,Delhi,DRUG OFFENSE,66,M,,Yes,Low
31069,19-07-2023,7/18/2023 12:00,11:17:00,Mumbai,IDENTITY THEFT,31,M,Explosives,Yes,High
31070,19-07-2023,7/18/2023 13:00,13:32:00,Agra,SEXUAL ASSAULT,42,F,,Yes,Low
31071,19-07-2023,7/18/2023 14:00,17:39:00,Faridabad,FRAUD,14,F,Other,No,Medium
31072,19-07-2023,7/18/2023 15:00,4:37:00,Bangalore,BURGLARY,62,F,Blunt Object,No,Medium
31073,20-07-2023,7/18/2023 16:00,9:42:00,Delhi,VEHICLE - STOLEN,24,F,Explosives,Yes,High
31074,19-07-2023,7/18/2023 17:00,3:22:00,Pune,DRUG OFFENSE,76,F,,Yes,Low
31075,19-07-2023,7/18/2023 18:00,16:14:00,Mumbai,ROBBERY,67,F,,No,Low
31076,19-07-2023,7/18/2023 19:00,8:28:00,Visakhapatnam,ILLEGAL POSSESSION,45,F,Explosives,No,High
31077,20-07-2023,7/18/2023 20:00,18:28:00,Visakhapatnam,KIDNAPPING,28,F,Blunt Object,Yes,High
31078,20-07-2023,7/18/2023 21:00,2:13:00,Surat,SEXUAL ASSAULT,53,F,Knife,Yes,Medium
31079,20-07-2023,7/18/2023 22:00,12:56:00,Delhi,ARSON,17,F,Blunt Object,Yes,Low
31080,20-07-2023,7/18/2023 23:00,3:55:00,Mumbai,KIDNAPPING,56,F,Firearm,No,High
31081,19-07-2023,7/19/2023 0:00,20:26:00,Mumbai,SHOPLIFTING,78,F,,Yes,Low
31082,19-07-2023,7/19/2023 1:00,5:54:00,Delhi,ILLEGAL POSSESSION,53,F,Poison,No,Medium
31083,20-07-2023,7/19/2023 2:00,9:19:00,Delhi,SHOPLIFTING,12,F,Firearm,Yes,High
31084,20-07-2023,7/19/2023 3:00,3:53:00,Hyderabad,ILLEGAL POSSESSION,30,F,Knife,No,Medium
31085,20-07-2023,7/19/2023 4:00,14:46:00,Ludhiana,ILLEGAL POSSESSION,50,M,Knife,Yes,Medium
31086,20-07-2023,7/19/2023 5:00,23:50:00,Ghaziabad,VANDALISM,75,M,Poison,No,Medium
31087,21-07-2023,7/19/2023 6:00,6:17:00,Delhi,PUBLIC INTOXICATION,27,F,Poison,Yes,Medium
31088,19-07-2023,7/19/2023 7:00,13:39:00,Visakhapatnam,BURGLARY,63,F,,Yes,Medium
31089,19-07-2023,7/19/2023 8:00,21:40:00,Pune,ROBBERY,26,M,Knife,Yes,Medium
31090,19-07-2023,7/19/2023 9:00,4:00:00,Delhi,SEXUAL ASSAULT,50,M,Knife,No,Medium
31091,22-07-2023,7/19/2023 10:00,12:29:00,Mumbai,HOMICIDE,12,M,Blunt Object,No,High
31092,22-07-2023,7/19/2023 11:00,19:29:00,Bangalore,COUNTERFEITING,29,M,,Yes,Low
31093,21-07-2023,7/19/2023 12:00,15:35:00,Lucknow,SHOPLIFTING,12,F,,No,Low
31094,19-07-2023,7/19/2023 13:00,12:19:00,Bhopal,KIDNAPPING,38,M,Knife,Yes,High
31095,21-07-2023,7/19/2023 14:00,9:20:00,Chennai,HOMICIDE,29,M,Other,Yes,High
31096,22-07-2023,7/19/2023 15:00,22:59:00,Pune,FIREARM OFFENSE,66,F,,No,Low
31097,21-07-2023,7/19/2023 16:00,16:34:00,Mumbai,ROBBERY,62,M,Other,Yes,Low
31098,22-07-2023,7/19/2023 17:00,3:13:00,Delhi,EXTORTION,79,F,Firearm,No,High
31099,22-07-2023,7/19/2023 18:00,1:40:00,Chennai,KIDNAPPING,54,F,Firearm,No,High
31100,20-07-2023,7/19/2023 19:00,8:50:00,Chennai,IDENTITY THEFT,36,F,Firearm,No,High
31101,20-07-2023,7/19/2023 20:00,9:12:00,Surat,ARSON,67,M,Firearm,No,High
31102,20-07-2023,7/19/2023 21:00,4:17:00,Bangalore,COUNTERFEITING,52,M,Blunt Object,No,Low
31103,21-07-2023,7/19/2023 22:00,1:47:00,Surat,VANDALISM,45,F,Firearm,No,High
31104,20-07-2023,7/19/2023 23:00,5:09:00,Delhi,EXTORTION,78,F,,No,Medium
31105,22-07-2023,7/20/2023 0:00,6:59:00,Visakhapatnam,VANDALISM,70,F,Other,No,Low
31106,23-07-2023,7/20/2023 1:00,2:27:00,Kolkata,PUBLIC INTOXICATION,13,M,Explosives,No,High
31107,20-07-2023,7/20/2023 2:00,0:52:00,Thane,CYBERCRIME,43,M,Explosives,Yes,High
31108,22-07-2023,7/20/2023 3:00,4:43:00,Agra,KIDNAPPING,34,F,Knife,Yes,High
31109,22-07-2023,7/20/2023 4:00,0:55:00,Agra,BURGLARY,11,F,Explosives,No,High
31110,22-07-2023,7/20/2023 5:00,7:40:00,Vasai,KIDNAPPING,54,F,Poison,Yes,High
31111,21-07-2023,7/20/2023 6:00,20:53:00,Nagpur,CYBERCRIME,17,F,Other,Yes,Low
31112,21-07-2023,7/20/2023 7:00,17:21:00,Mumbai,TRAFFIC VIOLATION,24,F,Blunt Object,Yes,Low
31113,22-07-2023,7/20/2023 8:00,23:09:00,Nagpur,EXTORTION,18,F,Explosives,Yes,High
31114,21-07-2023,7/20/2023 9:00,21:23:00,Pune,ILLEGAL POSSESSION,73,M,Poison,No,Medium
31115,22-07-2023,7/20/2023 10:00,20:45:00,Bangalore,ILLEGAL POSSESSION,61,F,Poison,No,Medium
31116,22-07-2023,7/20/2023 11:00,19:28:00,Agra,VEHICLE - STOLEN,72,M,Other,Yes,Low
31117,21-07-2023,7/20/2023 12:00,13:06:00,Delhi,PUBLIC INTOXICATION,22,F,,Yes,Low
31118,22-07-2023,7/20/2023 13:00,17:50:00,Pune,DRUG OFFENSE,17,F,Explosives,Yes,High
31119,21-07-2023,7/20/2023 14:00,1:58:00,Chennai,COUNTERFEITING,45,F,Explosives,No,High
31120,22-07-2023,7/20/2023 15:00,20:12:00,Delhi,KIDNAPPING,40,F,Firearm,Yes,High
31121,21-07-2023,7/20/2023 16:00,17:30:00,Faridabad,COUNTERFEITING,74,F,Blunt Object,Yes,Low
31122,20-07-2023,7/20/2023 17:00,19:14:00,Ahmedabad,DOMESTIC VIOLENCE,41,M,Other,No,Low
31123,22-07-2023,7/20/2023 18:00,5:53:00,Mumbai,SHOPLIFTING,17,F,Knife,Yes,Medium
31124,22-07-2023,7/20/2023 19:00,6:13:00,Agra,ASSAULT,43,F,Firearm,Yes,High
31125,23-07-2023,7/20/2023 20:00,2:58:00,Ludhiana,ROBBERY,74,M,Blunt Object,Yes,Low
31126,21-07-2023,7/20/2023 21:00,16:40:00,Lucknow,DRUG OFFENSE,56,M,Other,Yes,Low
31127,22-07-2023,7/20/2023 22:00,22:36:00,Surat,EXTORTION,60,F,Other,Yes,Medium
31128,22-07-2023,7/20/2023 23:00,1:27:00,Mumbai,ARSON,34,F,Other,No,Low
31129,21-07-2023,7/21/2023 0:00,1:33:00,Delhi,PUBLIC INTOXICATION,59,M,Blunt Object,Yes,Low
31130,21-07-2023,7/21/2023 1:00,12:58:00,Thane,BURGLARY,72,M,Firearm,No,High
31131,22-07-2023,7/21/2023 2:00,22:46:00,Mumbai,PUBLIC INTOXICATION,78,M,Firearm,No,High
31132,22-07-2023,7/21/2023 3:00,10:59:00,Delhi,DOMESTIC VIOLENCE,26,M,Explosives,Yes,High
31133,23-07-2023,7/21/2023 4:00,11:49:00,Rajkot,ASSAULT,28,F,Firearm,Yes,High
31134,23-07-2023,7/21/2023 5:00,17:03:00,Bangalore,EXTORTION,64,F,Poison,No,Medium
31135,23-07-2023,7/21/2023 6:00,23:38:00,Hyderabad,ROBBERY,56,F,Poison,Yes,Medium
31136,21-07-2023,7/21/2023 7:00,3:46:00,Bhopal,BURGLARY,43,F,Blunt Object,Yes,Medium
31137,22-07-2023,7/21/2023 8:00,5:49:00,Hyderabad,EXTORTION,31,M,Other,Yes,Medium
31138,21-07-2023,7/21/2023 9:00,11:51:00,Jaipur,VEHICLE - STOLEN,16,M,Blunt Object,Yes,Low
31139,21-07-2023,7/21/2023 10:00,22:25:00,Kolkata,IDENTITY THEFT,45,M,Firearm,Yes,High
31140,23-07-2023,7/21/2023 11:00,9:35:00,Delhi,ROBBERY,53,F,Other,No,Low
31141,23-07-2023,7/21/2023 12:00,15:54:00,Mumbai,IDENTITY THEFT,57,F,,No,Low
31142,23-07-2023,7/21/2023 13:00,1:42:00,Surat,TRAFFIC VIOLATION,42,F,Firearm,Yes,High
31143,24-07-2023,7/21/2023 14:00,8:46:00,Patna,SHOPLIFTING,27,F,Other,No,Low
31144,24-07-2023,7/21/2023 15:00,1:05:00,Ahmedabad,ARSON,68,F,Poison,No,Medium
31145,23-07-2023,7/21/2023 16:00,4:17:00,Surat,DOMESTIC VIOLENCE,43,F,Firearm,No,High
31146,24-07-2023,7/21/2023 17:00,1:03:00,Srinagar,ROBBERY,54,F,,No,Low
31147,24-07-2023,7/21/2023 18:00,13:14:00,Hyderabad,DRUG OFFENSE,67,F,,Yes,Low
31148,23-07-2023,7/21/2023 19:00,3:58:00,Pune,EXTORTION,34,M,Poison,No,Medium
31149,22-07-2023,7/21/2023 20:00,4:55:00,Bangalore,DRUG OFFENSE,14,M,Firearm,Yes,High
31150,24-07-2023,7/21/2023 21:00,12:12:00,Delhi,VEHICLE - STOLEN,18,F,Poison,Yes,Medium
31151,23-07-2023,7/21/2023 22:00,17:41:00,Lucknow,COUNTERFEITING,19,M,Explosives,Yes,High
31152,22-07-2023,7/21/2023 23:00,8:55:00,Kolkata,COUNTERFEITING,27,M,Firearm,No,High
31153,22-07-2023,7/22/2023 0:00,14:16:00,Kolkata,SEXUAL ASSAULT,72,F,Blunt Object,Yes,Low
31154,24-07-2023,7/22/2023 1:00,4:04:00,Chennai,EXTORTION,73,M,Explosives,No,High
31155,24-07-2023,7/22/2023 2:00,21:38:00,Patna,DRUG OFFENSE,66,M,Other,No,Low
31156,22-07-2023,7/22/2023 3:00,23:58:00,Hyderabad,BURGLARY,60,F,Firearm,Yes,High
31157,23-07-2023,7/22/2023 4:00,13:42:00,Mumbai,ASSAULT,68,M,Poison,Yes,High
31158,24-07-2023,7/22/2023 5:00,8:57:00,Ahmedabad,VEHICLE - STOLEN,32,F,,No,Low
31159,23-07-2023,7/22/2023 6:00,20:58:00,Kolkata,BURGLARY,37,F,Firearm,Yes,High
31160,24-07-2023,7/22/2023 7:00,22:30:00,Indore,EXTORTION,50,F,Knife,Yes,Medium
31161,23-07-2023,7/22/2023 8:00,13:39:00,Kolkata,VANDALISM,57,M,Firearm,No,High
31162,24-07-2023,7/22/2023 9:00,8:07:00,Jaipur,ASSAULT,65,F,Other,No,High
31163,22-07-2023,7/22/2023 10:00,0:18:00,Kalyan,ILLEGAL POSSESSION,35,F,,Yes,Low
31164,23-07-2023,7/22/2023 11:00,18:12:00,Hyderabad,ASSAULT,12,F,Explosives,Yes,High
31165,24-07-2023,7/22/2023 12:00,18:32:00,Delhi,DRUG OFFENSE,35,F,Firearm,Yes,High
31166,23-07-2023,7/22/2023 13:00,8:14:00,Jaipur,FIREARM OFFENSE,16,F,Firearm,No,High
31167,25-07-2023,7/22/2023 14:00,16:24:00,Bhopal,DRUG OFFENSE,57,F,Knife,Yes,Medium
31168,24-07-2023,7/22/2023 15:00,7:23:00,Thane,ROBBERY,54,F,Firearm,Yes,High
31169,24-07-2023,7/22/2023 16:00,15:30:00,Pune,VEHICLE - STOLEN,15,F,Blunt Object,Yes,Low
31170,25-07-2023,7/22/2023 17:00,5:36:00,Delhi,ASSAULT,32,F,Explosives,No,High
31171,23-07-2023,7/22/2023 18:00,12:43:00,Chennai,FRAUD,39,F,Explosives,Yes,High
31172,24-07-2023,7/22/2023 19:00,18:10:00,Ghaziabad,SEXUAL ASSAULT,26,F,Blunt Object,No,Low
31173,25-07-2023,7/22/2023 20:00,11:20:00,Bangalore,EXTORTION,31,F,,No,Medium
31174,23-07-2023,7/22/2023 21:00,4:59:00,Lucknow,DOMESTIC VIOLENCE,70,M,Firearm,No,High
31175,24-07-2023,7/22/2023 22:00,15:04:00,Kolkata,SHOPLIFTING,22,F,Explosives,Yes,High
31176,24-07-2023,7/22/2023 23:00,0:15:00,Varanasi,EXTORTION,66,F,Blunt Object,No,Medium
31177,25-07-2023,7/23/2023 0:00,16:58:00,Mumbai,ROBBERY,42,F,Poison,No,Medium
31178,24-07-2023,7/23/2023 1:00,17:21:00,Nagpur,FIREARM OFFENSE,49,F,Knife,No,Medium
31179,26-07-2023,7/23/2023 2:00,9:13:00,Ludhiana,TRAFFIC VIOLATION,69,M,,No,Low
31180,26-07-2023,7/23/2023 3:00,19:18:00,Kolkata,COUNTERFEITING,35,F,Knife,Yes,Medium
31181,25-07-2023,7/23/2023 4:00,9:09:00,Kolkata,HOMICIDE,30,M,Other,Yes,High
31182,23-07-2023,7/23/2023 5:00,2:39:00,Mumbai,ILLEGAL POSSESSION,27,M,Firearm,No,High
31183,26-07-2023,7/23/2023 6:00,3:51:00,Mumbai,VEHICLE - STOLEN,49,F,Poison,No,Medium
31184,24-07-2023,7/23/2023 7:00,21:36:00,Kolkata,DOMESTIC VIOLENCE,56,M,Knife,No,Medium
31185,24-07-2023,7/23/2023 8:00,10:54:00,Delhi,BURGLARY,11,M,Other,No,Medium
31186,24-07-2023,7/23/2023 9:00,15:33:00,Kolkata,ILLEGAL POSSESSION,63,F,Firearm,No,High
31187,24-07-2023,7/23/2023 10:00,12:43:00,Mumbai,DRUG OFFENSE,14,F,Firearm,No,High
31188,25-07-2023,7/23/2023 11:00,8:53:00,Lucknow,IDENTITY THEFT,25,M,,Yes,Low
31189,25-07-2023,7/23/2023 12:00,13:08:00,Chennai,VANDALISM,43,M,,Yes,Low
31190,25-07-2023,7/23/2023 13:00,8:21:00,Delhi,HOMICIDE,58,F,Explosives,Yes,High
31191,24-07-2023,7/23/2023 14:00,17:17:00,Surat,FIREARM OFFENSE,45,F,Blunt Object,Yes,Low
31192,24-07-2023,7/23/2023 15:00,6:07:00,Faridabad,EXTORTION,74,F,Knife,Yes,Medium
31193,25-07-2023,7/23/2023 16:00,17:05:00,Bangalore,ARSON,41,F,Poison,No,Medium
31194,25-07-2023,7/23/2023 17:00,21:58:00,Varanasi,ARSON,25,F,Knife,No,Medium
31195,23-07-2023,7/23/2023 18:00,18:51:00,Delhi,DOMESTIC VIOLENCE,36,F,Poison,No,Medium
31196,24-07-2023,7/23/2023 19:00,7:47:00,Pune,FIREARM OFFENSE,65,M,Firearm,No,High
31197,25-07-2023,7/23/2023 20:00,6:00:00,Lucknow,ILLEGAL POSSESSION,76,M,,Yes,Low
31198,24-07-2023,7/23/2023 21:00,5:36:00,Kolkata,KIDNAPPING,41,F,,Yes,High
31199,25-07-2023,7/23/2023 22:00,17:52:00,Delhi,VANDALISM,17,M,Poison,Yes,Medium
31200,24-07-2023,7/23/2023 23:00,17:08:00,Mumbai,SEXUAL ASSAULT,20,M,,Yes,Low
31201,24-07-2023,7/24/2023 0:00,15:59:00,Kolkata,COUNTERFEITING,79,M,Blunt Object,Yes,Low
31202,25-07-2023,7/24/2023 1:00,6:34:00,Jaipur,DOMESTIC VIOLENCE,69,F,Firearm,No,High
31203,26-07-2023,7/24/2023 2:00,18:38:00,Mumbai,SHOPLIFTING,22,F,Poison,Yes,Medium
31204,26-07-2023,7/24/2023 3:00,19:21:00,Kalyan,FRAUD,50,M,Poison,Yes,Medium
31205,25-07-2023,7/24/2023 4:00,6:47:00,Agra,ARSON,40,F,Knife,No,Medium
31206,25-07-2023,7/24/2023 5:00,18:43:00,Chennai,IDENTITY THEFT,44,F,Poison,No,Medium
31207,24-07-2023,7/24/2023 6:00,13:57:00,Vasai,ILLEGAL POSSESSION,48,F,Explosives,No,High
31208,24-07-2023,7/24/2023 7:00,20:15:00,Lucknow,FRAUD,70,M,Poison,Yes,Medium
31209,27-07-2023,7/24/2023 8:00,23:04:00,Rajkot,TRAFFIC VIOLATION,73,M,Firearm,Yes,High
31210,25-07-2023,7/24/2023 9:00,5:03:00,Ahmedabad,ARSON,38,M,Other,No,Low
31211,24-07-2023,7/24/2023 10:00,4:58:00,Delhi,PUBLIC INTOXICATION,21,M,Other,No,Low
31212,26-07-2023,7/24/2023 11:00,14:13:00,Pune,FIREARM OFFENSE,38,M,,Yes,Low
31213,25-07-2023,7/24/2023 12:00,16:28:00,Surat,CYBERCRIME,35,M,Poison,No,Medium
31214,26-07-2023,7/24/2023 13:00,17:10:00,Kolkata,PUBLIC INTOXICATION,25,F,Firearm,Yes,High
31215,27-07-2023,7/24/2023 14:00,4:28:00,Delhi,EXTORTION,58,M,Blunt Object,Yes,Medium
31216,25-07-2023,7/24/2023 15:00,13:14:00,Pune,SEXUAL ASSAULT,58,M,,Yes,Low
31217,26-07-2023,7/24/2023 16:00,6:39:00,Kanpur,SHOPLIFTING,69,M,Blunt Object,No,Low
31218,26-07-2023,7/24/2023 17:00,13:52:00,Bangalore,FIREARM OFFENSE,67,F,Other,No,Low
31219,27-07-2023,7/24/2023 18:00,23:22:00,Delhi,VEHICLE - STOLEN,13,F,Other,No,Low
31220,25-07-2023,7/24/2023 19:00,18:40:00,Mumbai,TRAFFIC VIOLATION,44,F,Explosives,Yes,High
31221,25-07-2023,7/24/2023 20:00,22:42:00,Mumbai,DRUG OFFENSE,36,F,Poison,No,Medium
31222,26-07-2023,7/24/2023 21:00,8:15:00,Faridabad,EXTORTION,51,F,Firearm,No,High
31223,26-07-2023,7/24/2023 22:00,17:12:00,Patna,ILLEGAL POSSESSION,68,M,Explosives,Yes,High
31224,25-07-2023,7/24/2023 23:00,12:10:00,Delhi,SHOPLIFTING,19,M,Knife,No,Medium
