Report_Number,Date_Reported,City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed,DateTime_of_Occurrence
32929,2023-05-10,0,10,59.0,0,0,0,2023-10-04 14:18:00
32930,2023-04-10,8,13,60.0,0,3,1,2023-10-04 10:49:00
32931,2023-04-10,4,9,35.0,0,3,1,2023-10-04 18:05:00
32932,2023-06-10,2,9,62.0,0,0,1,2023-10-04 22:42:00
32933,2023-07-10,23,1,50.0,1,3,0,2023-10-04 08:27:00
32934,2023-04-10,1,20,42.0,1,3,1,2023-10-04 13:14:00
32935,2023-07-10,17,2,56.0,1,0,0,2023-10-04 09:34:00
32937,2023-05-10,21,19,27.0,0,0,1,2023-10-04 14:39:00
32938,2023-06-10,17,18,70.0,0,4,0,2023-10-04 19:32:00
32939,2023-06-10,2,19,22.0,0,5,0,2023-10-04 19:32:00
32940,2023-06-10,18,20,49.0,1,1,0,2023-10-04 04:15:00
32941,2023-05-10,1,4,39.0,0,5,0,2023-10-04 21:19:00
32942,2023-06-10,1,8,66.0,0,2,0,2023-10-04 07:30:00
32943,2023-07-10,8,2,28.0,0,2,1,2023-10-04 12:41:00
32944,2023-06-10,27,12,25.0,1,1,1,2023-10-04 13:19:00
32945,2023-05-10,17,1,39.0,0,2,1,2023-10-04 21:42:00
32946,2023-06-10,1,15,40.0,1,4,0,2023-10-04 07:38:00
32947,2023-05-10,26,6,36.0,0,5,1,2023-10-04 11:56:00
32949,2023-07-10,5,6,54.0,0,4,1,2023-10-04 10:56:00
32950,2023-05-10,9,12,44.0,0,4,1,2023-10-04 23:08:00
32951,2023-06-10,15,17,66.0,0,4,1,2023-10-04 16:38:00
32952,2023-07-10,14,8,44.0,1,2,1,2023-10-04 06:10:00
32954,2023-06-10,25,8,24.0,0,3,0,2023-10-05 07:43:00
32955,2023-07-10,5,20,40.0,1,1,0,2023-10-05 10:50:00
32956,2023-08-10,5,20,14.0,0,4,0,2023-10-05 17:30:00
32957,2023-05-10,18,2,26.0,1,1,1,2023-10-05 12:32:00
32958,2023-07-10,2,0,75.0,0,3,0,2023-10-05 23:34:00
32959,2023-06-10,1,9,43.0,0,1,0,2023-10-05 12:40:00
32960,2023-05-10,5,20,67.0,1,3,0,2023-10-05 21:32:00
32962,2023-07-10,20,19,49.0,0,3,0,2023-10-05 16:49:00
32963,2023-08-10,8,10,21.0,0,1,1,2023-10-05 01:51:00
32964,2023-05-10,17,19,45.0,1,1,1,2023-10-05 12:21:00
32965,2023-07-10,7,5,50.0,0,4,0,2023-10-05 19:16:00
32967,2023-06-10,2,15,62.0,0,5,1,2023-10-05 18:48:00
32969,2023-08-10,17,14,18.0,0,0,1,2023-10-05 21:57:00
32971,2023-06-10,4,0,64.0,0,2,0,2023-10-05 10:33:00
32972,2023-08-10,5,13,43.0,0,5,1,2023-10-05 05:59:00
32973,2023-06-10,13,9,59.0,1,5,1,2023-10-05 11:31:00
32975,2023-06-10,21,1,28.0,0,2,1,2023-10-05 04:59:00
32976,2023-07-10,4,7,18.0,0,4,0,2023-10-05 23:10:00
32977,2023-07-10,21,5,58.0,0,1,0,2023-10-06 19:36:00
32978,2023-08-10,28,5,22.0,0,5,0,2023-10-06 13:22:00
32979,2023-06-10,2,20,26.0,1,2,0,2023-10-06 13:48:00
32980,2023-08-10,4,3,30.0,0,4,0,2023-10-06 09:37:00
32982,2023-07-10,2,19,38.0,1,4,0,2023-10-06 23:51:00
32983,2023-07-10,17,19,43.0,0,5,0,2023-10-06 18:34:00
32984,2023-08-10,4,14,21.0,0,3,0,2023-10-06 08:53:00
32985,2023-07-10,9,9,32.0,0,1,1,2023-10-06 08:23:00
32986,2023-07-10,21,18,64.0,0,0,0,2023-10-06 21:55:00
32987,2023-08-10,17,20,65.0,0,4,0,2023-10-06 11:34:00
32988,2023-06-10,7,3,29.0,1,3,1,2023-10-06 04:28:00
32989,2023-07-10,21,6,41.0,1,3,1,2023-10-06 08:23:00
32990,2023-07-10,1,1,36.0,0,0,1,2023-10-06 17:51:00
32991,2023-07-10,14,19,39.0,0,0,0,2023-10-06 12:27:00
32992,2023-06-10,2,6,28.0,0,0,1,2023-10-06 15:09:00
32993,2023-09-10,11,17,31.0,1,2,1,2023-10-06 14:32:00
32994,2023-09-10,17,15,18.0,1,4,1,2023-10-06 00:55:00
32995,2023-09-10,2,6,60.0,0,5,0,2023-10-06 17:40:00
32996,2023-09-10,2,9,51.0,0,1,0,2023-10-06 00:31:00
32997,2023-08-10,4,11,48.0,0,0,1,2023-10-06 11:58:00
32998,2023-09-10,3,1,71.0,0,3,1,2023-10-06 01:31:00
32999,2023-09-10,24,17,24.0,0,3,1,2023-10-06 13:16:00
33000,2023-08-10,13,9,26.0,0,2,1,2023-10-06 08:44:00
33001,2023-07-10,20,9,29.0,0,0,0,2023-10-07 00:42:00
33002,2023-08-10,12,20,41.0,0,4,0,2023-10-07 13:09:00
33003,2023-08-10,17,12,69.0,0,3,1,2023-10-07 13:32:00
33004,2023-08-10,7,19,70.0,1,1,0,2023-10-07 11:10:00
33005,2023-08-10,21,3,18.0,1,1,0,2023-10-07 14:47:00
33006,2023-09-10,24,3,69.0,0,0,0,2023-10-07 09:07:00
33007,2023-09-10,7,1,50.0,0,4,0,2023-10-07 05:55:00
33008,2023-09-10,17,1,34.0,1,1,0,2023-10-07 08:26:00
33009,2023-08-10,16,16,26.0,0,4,1,2023-10-07 10:07:00
33010,2023-09-10,3,20,67.0,0,3,0,2023-10-07 13:33:00
33011,2023-10-10,17,6,44.0,1,0,0,2023-10-07 03:28:00
33012,2023-08-10,8,13,17.0,0,1,1,2023-10-07 07:01:00
33013,2023-09-10,2,2,13.0,0,2,1,2023-10-07 17:46:00
33015,2023-09-10,13,13,35.0,1,3,0,2023-10-07 20:39:00
33016,2023-08-10,10,19,65.0,0,5,1,2023-10-07 00:41:00
33017,2023-09-10,25,7,63.0,1,5,0,2023-10-07 12:01:00
33018,2023-09-10,5,1,11.0,1,5,0,2023-10-07 10:19:00
33019,2023-07-10,17,9,73.0,1,5,1,2023-10-07 08:07:00
33021,2023-08-10,17,10,37.0,0,0,1,2023-10-07 19:38:00
33022,2023-10-10,17,1,76.0,0,1,0,2023-10-07 12:14:00
33023,2023-08-10,21,17,61.0,0,5,1,2023-10-07 22:33:00
33024,2023-10-10,2,9,50.0,0,4,1,2023-10-07 04:39:00
33025,2023-10-10,6,1,51.0,0,4,1,2023-10-08 09:24:00
33026,2023-10-10,21,13,20.0,0,5,0,2023-10-08 19:49:00
33027,2023-10-10,16,20,58.0,0,3,1,2023-10-08 18:43:00
33028,2023-09-10,10,8,44.0,1,5,1,2023-10-08 03:18:00
33029,2023-08-10,4,7,10.0,0,1,0,2023-10-08 13:10:00
33030,2023-08-10,3,5,53.0,1,1,0,2023-10-08 11:45:00
33032,2023-08-10,8,11,62.0,0,3,1,2023-10-08 06:37:00
33033,2023-08-10,5,5,78.0,0,5,1,2023-10-08 12:47:00
33034,2023-08-10,21,5,45.0,1,2,1,2023-10-08 01:46:00
33035,2023-10-10,12,6,51.0,0,0,0,2023-10-08 13:19:00
33036,2023-10-10,10,2,46.0,1,0,0,2023-10-08 08:17:00
33037,2023-10-10,14,11,21.0,0,0,0,2023-10-08 01:34:00
33038,2023-11-10,5,13,54.0,0,2,0,2023-10-08 17:29:00
33039,2023-10-10,5,15,31.0,1,3,1,2023-10-08 23:13:00
33040,2023-08-10,7,13,64.0,1,5,0,2023-10-08 22:35:00
33041,2023-10-10,18,0,21.0,0,2,1,2023-10-08 08:14:00
33042,2023-09-10,5,3,73.0,0,1,1,2023-10-08 08:40:00
33043,2023-10-10,4,15,50.0,0,4,1,2023-10-08 15:05:00
33044,2023-10-10,8,19,46.0,0,5,1,2023-10-08 05:28:00
33045,2023-10-10,25,20,38.0,0,1,0,2023-10-08 12:53:00
33047,2023-11-10,21,20,51.0,0,1,0,2023-10-08 05:30:00
33048,2023-11-10,15,3,19.0,0,5,1,2023-10-08 15:12:00
33049,2023-11-10,2,15,28.0,0,5,0,2023-10-09 10:07:00
33051,2023-09-10,17,1,64.0,0,1,1,2023-10-09 03:07:00
33052,2023-11-10,5,5,44.0,0,2,0,2023-10-09 17:54:00
33055,2023-12-10,3,8,40.0,0,4,0,2023-10-09 21:55:00
33057,2023-10-10,3,18,37.0,0,3,1,2023-10-09 09:21:00
33058,2023-09-10,18,1,15.0,0,5,0,2023-10-09 11:58:00
33059,2023-10-10,13,1,21.0,1,1,1,2023-10-09 03:13:00
33060,2023-10-10,2,3,11.0,0,5,1,2023-10-09 10:13:00
33061,2023-12-10,13,6,78.0,0,4,0,2023-10-09 15:22:00
33062,2023-11-10,14,18,66.0,0,3,0,2023-10-09 09:38:00
33063,2023-10-10,9,13,16.0,0,0,0,2023-10-09 10:43:00
33064,2023-11-10,17,15,51.0,0,2,1,2023-10-09 17:25:00
33065,2023-09-10,25,8,63.0,1,4,0,2023-10-09 22:37:00
33066,2023-10-10,8,11,10.0,0,1,0,2023-10-09 15:14:00
33067,2023-11-10,13,15,53.0,0,4,1,2023-10-09 02:40:00
33068,2023-12-10,5,5,24.0,1,1,0,2023-10-09 17:15:00
33069,2023-11-10,14,14,76.0,1,4,0,2023-10-09 14:12:00
33071,2023-12-10,10,1,39.0,0,3,1,2023-10-09 08:49:00
33072,2023-10-10,1,0,61.0,1,4,1,2023-10-09 06:17:00
33074,2023-11-10,10,10,79.0,0,1,0,2023-10-10 03:08:00
33075,2023-11-10,2,20,58.0,0,5,1,2023-10-10 11:11:00
33078,2023-11-10,1,11,49.0,1,1,0,2023-10-10 04:46:00
33079,2023-11-10,19,9,65.0,0,4,0,2023-10-10 03:29:00
33080,2023-12-10,10,5,43.0,0,0,0,2023-10-10 20:34:00
33081,2023-11-10,2,14,61.0,0,1,0,2023-10-10 10:31:00
33082,2023-12-10,28,8,59.0,0,0,0,2023-10-10 06:21:00
33083,2023-12-10,13,3,70.0,1,5,1,2023-10-10 20:09:00
33084,2023-10-10,25,2,23.0,0,0,0,2023-10-10 07:48:00
33085,2023-10-10,21,14,76.0,0,3,0,2023-10-10 11:28:00
33086,2023-11-10,5,8,52.0,0,5,0,2023-10-10 07:51:00
33087,2023-11-10,26,1,32.0,1,4,0,2023-10-10 01:01:00
33088,,4,9,71.0,0,5,0,2023-10-10 10:25:00
33090,,5,6,20.0,0,1,0,2023-10-10 13:00:00
33091,2023-12-10,5,12,59.0,0,2,1,2023-10-10 04:56:00
33092,2023-12-10,10,5,62.0,0,5,0,2023-10-10 14:22:00
33094,,15,10,62.0,0,1,0,2023-10-10 22:33:00
33096,2023-12-10,4,16,59.0,0,1,1,2023-10-10 00:10:00
33097,2023-12-10,12,6,70.0,1,4,1,2023-10-11 15:21:00
33099,2023-12-10,21,8,56.0,1,3,1,2023-10-11 23:15:00
33100,,2,2,75.0,0,2,0,2023-10-11 00:17:00
33101,,2,10,74.0,0,4,1,2023-10-11 12:11:00
33102,2023-11-10,18,16,75.0,1,5,1,2023-10-11 18:11:00
33103,2023-12-10,7,2,31.0,0,0,0,2023-10-11 03:16:00
33104,2023-11-10,21,18,15.0,1,5,0,2023-10-11 22:52:00
33105,2023-11-10,19,4,11.0,0,4,1,2023-10-11 19:29:00
33106,,5,0,34.0,0,5,0,2023-10-11 04:57:00
33107,,14,3,35.0,0,5,1,2023-10-11 03:40:00
33108,,17,0,14.0,0,1,0,2023-10-11 01:59:00
33109,2023-12-10,8,14,14.0,0,3,0,2023-10-11 16:04:00
33110,,5,9,14.0,0,1,1,2023-10-11 00:14:00
33112,2023-12-10,23,1,38.0,0,1,1,2023-10-11 09:34:00
33113,,2,6,50.0,0,0,0,2023-10-11 14:11:00
33114,,5,14,77.0,0,0,0,2023-10-11 08:14:00
33116,2023-12-10,0,4,20.0,1,0,1,2023-10-11 15:12:00
33118,,25,17,69.0,0,4,0,2023-10-11 00:12:00
33119,,12,14,36.0,0,4,1,2023-10-11 03:04:00
33122,,13,0,32.0,0,1,1,2023-10-12 01:02:00
33123,,18,1,19.0,0,3,0,2023-10-12 01:18:00
33125,,17,9,18.0,0,3,1,2023-10-12 14:04:00
33127,2023-12-10,16,10,60.0,1,5,0,2023-10-12 01:34:00
33128,,24,2,71.0,1,5,1,2023-10-12 17:47:00
33130,2023-12-10,8,6,20.0,0,2,1,2023-10-12 23:32:00
33131,,4,12,62.0,0,0,0,2023-10-12 03:39:00
33134,,17,13,57.0,0,2,1,2023-10-12 17:55:00
33135,2023-12-10,10,5,77.0,1,1,0,2023-10-12 15:32:00
33136,,0,13,73.0,0,5,1,2023-10-12 14:49:00
33137,,25,4,31.0,1,0,0,2023-10-12 17:47:00
33138,,13,20,50.0,1,0,0,2023-10-12 19:36:00
33139,,4,10,69.0,1,0,1,2023-10-12 08:23:00
33140,,8,19,41.0,0,4,0,2023-10-12 17:21:00
33141,,4,1,35.0,0,0,1,2023-10-12 17:53:00
33142,,14,17,70.0,0,0,1,2023-10-12 09:26:00
33143,,18,20,47.0,0,0,1,2023-10-12 17:16:00
33145,,10,16,19.0,0,3,0,
33146,,16,9,38.0,1,4,0,
33147,,5,7,31.0,0,1,1,
33148,,2,7,56.0,1,3,1,
33149,,2,19,68.0,1,3,1,
33150,,25,19,46.0,0,2,1,
33152,,7,1,42.0,0,3,0,
33153,,2,3,32.0,0,3,0,
33154,,10,4,58.0,0,2,0,
33156,,12,20,18.0,0,5,0,
33157,,5,3,22.0,0,4,1,
33158,,21,17,37.0,0,5,1,
33159,,7,20,59.0,1,0,1,
33160,,18,2,39.0,1,1,1,
33161,,2,14,33.0,1,2,0,
33162,,23,11,13.0,0,4,0,
33163,,2,7,47.0,0,1,1,
33164,,1,12,26.0,1,3,1,
33165,,20,19,20.0,1,0,1,
33167,,14,11,28.0,0,0,1,
33168,,13,7,14.0,0,1,1,
33169,,10,4,74.0,1,1,1,
33170,,2,0,62.0,1,3,1,
33171,,10,4,27.0,0,4,0,
33172,,14,6,37.0,0,4,0,
33173,,14,14,46.0,1,1,0,
33174,,5,12,16.0,0,0,0,
33175,,21,2,33.0,1,5,0,
33176,,14,13,27.0,0,3,1,
33177,,2,7,13.0,0,0,0,
33178,,5,15,43.0,0,0,1,
33179,,24,8,13.0,0,2,0,
33180,,17,12,40.0,1,5,1,
33181,,5,18,23.0,1,2,0,
33182,,23,14,76.0,0,1,1,
33183,,14,17,51.0,0,3,1,
33184,,24,18,35.0,0,1,0,
33185,,18,0,28.0,1,4,0,
33186,,1,0,61.0,0,1,1,
33187,,21,0,13.0,0,1,1,
33188,,2,16,68.0,0,2,0,
33189,,19,7,57.0,0,2,1,
33190,,24,19,10.0,0,3,1,
33191,,14,2,64.0,1,4,1,
33192,,27,11,15.0,0,4,0,
33193,,18,14,52.0,0,3,1,
33194,,17,5,31.0,0,0,1,
33195,,2,18,32.0,0,2,1,
33196,,23,0,24.0,0,0,1,
33197,,24,6,37.0,0,1,1,
33198,,20,4,30.0,0,3,1,
33199,,5,19,18.0,0,1,1,
33200,,12,12,18.0,0,1,0,
33201,,0,11,63.0,0,2,1,
33202,,13,19,40.0,0,0,1,
33203,,17,19,54.0,0,5,0,
33204,,12,18,77.0,0,1,1,
33205,,17,20,36.0,0,3,1,
33206,,2,12,25.0,0,5,1,
33208,,14,10,39.0,0,3,1,
33209,,7,4,24.0,1,2,0,
33210,,4,0,24.0,0,1,0,
33211,,8,6,37.0,1,3,0,
33212,,14,19,48.0,1,0,1,
33214,,5,11,25.0,0,2,0,
33215,,5,6,11.0,0,1,0,
33217,,0,9,32.0,0,4,0,
33218,,4,5,72.0,0,5,1,
33219,,17,10,54.0,1,5,1,
33220,,14,18,46.0,0,5,1,
33221,,24,11,35.0,0,2,1,
33222,,17,6,72.0,0,5,1,
33225,,12,11,36.0,0,1,1,
33227,,18,15,53.0,0,5,0,
33228,,14,1,22.0,1,0,0,
33229,,17,6,31.0,0,4,0,
33232,,8,6,42.0,1,1,1,
33233,,5,0,41.0,1,5,0,
33234,,8,12,59.0,1,0,1,
33235,,5,6,55.0,1,5,0,
33236,,19,18,37.0,1,3,0,
33237,,12,15,73.0,1,3,1,
33238,,4,2,46.0,0,1,0,
33239,,4,2,14.0,0,1,1,
33240,,5,8,58.0,0,1,0,
33243,,17,13,16.0,0,3,1,
33244,,21,20,57.0,0,2,0,
33245,,0,12,51.0,0,5,0,
33247,,28,5,44.0,0,2,1,
33248,,8,3,27.0,0,0,0,
33250,,9,8,78.0,0,1,0,
33251,,1,7,51.0,0,5,1,
33252,,20,12,70.0,1,3,1,
33253,,18,3,42.0,0,2,0,
33254,,2,14,61.0,0,3,1,
33255,,2,5,70.0,0,0,1,
33256,,13,3,75.0,0,0,0,
33257,,4,5,54.0,1,4,0,
33258,,24,4,57.0,0,0,0,
33259,,14,6,70.0,0,0,1,
33260,,2,18,50.0,0,2,1,
33261,,17,13,70.0,1,2,0,
33262,,5,9,32.0,0,3,1,
33263,,7,9,19.0,0,4,1,
33264,,8,12,13.0,0,4,0,
33265,,8,4,72.0,0,2,1,
33267,,4,11,43.0,0,3,1,
33268,,7,17,27.0,1,3,0,
33269,,2,13,26.0,1,4,1,
33271,,28,19,54.0,0,5,1,
33272,,2,18,10.0,0,1,0,
33273,,17,8,77.0,0,4,0,
33274,,4,14,71.0,1,4,1,
33275,,15,20,62.0,1,4,0,
33276,,7,18,33.0,0,4,1,
33277,,5,17,70.0,0,2,0,
33279,,25,2,29.0,0,2,0,
33280,,16,20,78.0,0,5,0,
33281,,5,11,13.0,1,3,0,
33282,,13,15,25.0,1,3,1,
33283,,8,8,47.0,0,2,0,
33284,,5,10,48.0,0,1,0,
33285,,3,11,53.0,0,2,0,
33286,,12,6,52.0,0,5,0,
33287,,18,6,24.0,1,0,1,
33288,,24,19,40.0,0,3,1,
33289,,9,11,72.0,0,0,1,
33290,,11,12,72.0,0,4,1,
33291,,17,11,29.0,0,0,1,
33292,,28,6,41.0,0,0,0,
33293,,4,6,49.0,0,5,0,
33294,,14,14,55.0,0,2,0,
33295,,8,0,11.0,1,0,0,
33296,,20,1,58.0,1,0,1,
33298,,1,11,61.0,0,0,1,
33300,,5,8,49.0,0,1,0,
33301,,5,17,64.0,1,2,1,
33302,,19,17,40.0,1,4,1,
33303,,26,16,72.0,0,3,0,
33304,,21,16,17.0,1,1,0,
33305,,18,16,57.0,1,3,1,
33306,,15,16,67.0,1,5,0,
33307,,5,4,32.0,0,4,1,
33308,,17,12,77.0,1,4,0,
33309,,17,1,37.0,0,1,0,
33310,,17,8,46.0,0,0,1,
33311,,5,5,75.0,1,1,0,
33312,,3,13,53.0,1,0,0,
33313,,13,1,66.0,0,0,0,
33314,,2,4,11.0,1,0,1,
33315,,7,5,61.0,1,2,1,
33316,,0,0,74.0,1,3,1,
33317,,24,0,36.0,0,0,0,
33318,,0,5,48.0,0,5,0,
33319,,12,2,51.0,0,0,0,
33320,,18,6,50.0,0,3,1,
33323,,4,0,24.0,0,4,1,
33324,,13,14,52.0,0,1,0,
33326,,4,15,66.0,1,0,0,
33327,,25,18,56.0,1,2,1,
33328,,17,4,78.0,0,4,1,
33329,,8,14,45.0,1,5,0,
33330,,5,5,55.0,1,1,0,
33331,,2,15,12.0,1,0,0,
33332,,2,14,14.0,0,2,0,
33333,,2,5,32.0,0,5,0,
33334,,5,3,71.0,0,1,0,
33335,,13,18,35.0,0,5,0,
33336,,17,18,22.0,0,1,1,
33338,,13,18,21.0,0,3,1,
33339,,17,8,47.0,1,1,0,
33340,,17,16,79.0,1,4,1,
33341,,8,2,69.0,0,1,1,
33342,,17,13,18.0,0,0,1,
33344,,17,11,71.0,0,4,0,
33345,,2,10,47.0,1,3,1,
33347,,22,16,10.0,0,0,1,
33348,,14,15,64.0,0,5,0,
33349,,5,18,13.0,0,3,0,
33351,,25,20,54.0,0,1,0,
33352,,10,18,49.0,1,0,1,
33353,,8,20,70.0,0,0,0,
33354,,7,12,44.0,0,1,1,
33355,,28,7,52.0,1,1,1,
33356,,22,19,72.0,0,0,1,
33357,,5,20,18.0,1,1,1,
33358,,3,1,19.0,1,5,0,
33359,,2,17,21.0,0,2,1,
33360,,11,3,56.0,0,2,0,
33361,,9,6,50.0,1,3,0,
33362,,22,20,46.0,0,3,0,
33363,,18,5,42.0,0,3,0,
33364,,24,16,40.0,0,5,1,
33365,,4,5,66.0,0,3,1,
33366,,1,14,34.0,1,4,0,
33367,,1,6,35.0,1,1,1,
33368,,2,20,19.0,0,5,0,
33369,,18,6,29.0,0,2,0,
33370,,2,5,11.0,1,2,1,
33371,,14,9,57.0,1,3,0,
33372,,27,14,27.0,0,5,0,
33373,,14,18,73.0,0,2,1,
33374,,2,5,62.0,1,5,1,
33375,,5,11,18.0,1,2,0,
33376,,2,10,35.0,0,0,1,
33377,,17,1,47.0,0,2,0,
33378,,8,3,51.0,1,1,0,
33379,,5,3,10.0,1,1,0,
33380,,21,11,21.0,0,5,1,
33381,,17,1,43.0,1,4,0,
33382,,2,10,44.0,0,1,0,
33385,,1,19,17.0,0,5,0,
33386,,5,9,62.0,0,4,0,
33387,,15,10,33.0,0,0,0,
33388,,17,17,27.0,0,2,0,
33389,,4,7,49.0,1,4,1,
33390,,10,0,47.0,0,3,0,
33391,,18,4,20.0,0,3,1,
33392,,15,15,10.0,0,5,1,
33393,,22,9,30.0,0,5,0,
33394,,13,13,17.0,0,0,1,
33395,,16,5,41.0,0,3,1,
33396,,2,2,56.0,0,4,1,
33397,,25,4,41.0,0,3,0,
33398,,5,5,18.0,1,2,1,
33399,,17,8,59.0,0,1,0,
33400,,25,6,79.0,1,1,1,
33402,,19,20,42.0,0,4,0,
33404,,13,15,72.0,1,3,1,
33405,,1,6,15.0,1,5,0,
33406,,17,1,29.0,0,2,1,
33407,,8,7,24.0,1,1,1,
33408,,1,3,76.0,0,2,1,
33409,,1,9,61.0,1,5,0,
33410,,18,18,29.0,0,1,0,
33411,,5,9,26.0,1,5,0,
33413,,17,10,57.0,0,5,1,
33415,,2,14,35.0,0,3,1,
33416,,11,20,31.0,0,3,0,
33417,,3,9,79.0,0,5,1,
33418,,21,0,59.0,1,2,0,
33420,,10,3,60.0,0,5,0,
33422,,17,10,11.0,1,2,1,
33423,,22,19,57.0,0,0,1,
33424,,4,2,28.0,0,0,0,
33426,,17,2,35.0,0,0,1,
33427,,4,1,13.0,0,3,0,
33428,,14,16,27.0,1,2,1,
33429,,10,3,14.0,0,5,0,
33430,,10,18,22.0,1,4,0,
33431,,2,20,14.0,1,4,1,
33432,,5,15,77.0,1,1,1,
33436,,1,6,73.0,0,2,1,
33437,,25,4,29.0,1,4,1,
33438,,28,1,59.0,0,0,1,
33439,,10,11,47.0,0,4,0,
33440,,17,20,52.0,1,1,1,
33441,,21,5,60.0,1,2,0,
33443,,8,2,71.0,1,5,1,
33445,,17,8,40.0,0,1,0,
33446,,8,8,61.0,0,1,0,
33447,,14,8,70.0,0,4,1,
33448,,20,4,79.0,1,2,1,
33449,,2,5,74.0,0,3,0,
33451,,2,8,72.0,0,4,0,
33452,,5,3,51.0,0,0,0,
33453,,18,10,74.0,1,2,1,
33454,,23,2,61.0,1,5,0,
33455,,17,18,12.0,1,1,1,
33456,,28,11,31.0,0,3,0,
33457,,24,1,29.0,1,0,1,
33459,,17,20,38.0,0,5,1,
33460,,10,7,18.0,0,1,0,
33462,,10,9,52.0,0,3,1,
33463,,21,0,45.0,1,3,0,
33464,,7,18,18.0,0,5,0,
33465,,14,16,14.0,1,1,0,
33466,,17,9,51.0,1,2,0,
33468,,5,19,56.0,1,3,0,
33469,,5,15,39.0,0,5,1,
33470,,15,11,66.0,0,0,0,
33471,,17,15,78.0,0,0,1,
33472,,17,14,18.0,0,2,0,
33473,,17,16,77.0,0,5,1,
33474,,4,19,73.0,1,5,1,
33475,,0,4,25.0,1,2,1,
33477,,28,13,73.0,1,2,0,
33478,,8,18,64.0,0,5,1,
33479,,8,13,72.0,1,5,0,
33480,,14,13,55.0,1,0,1,
33481,,15,6,27.0,0,1,1,
33482,,2,3,55.0,0,4,0,
33483,,24,6,47.0,0,5,1,
33485,,1,19,75.0,0,0,0,
33486,,13,4,17.0,0,0,1,
33487,,10,11,49.0,0,0,1,
33488,,21,16,43.0,0,2,1,
33489,,2,13,50.0,1,0,0,
33490,,21,2,22.0,0,5,0,
33491,,13,2,48.0,0,2,0,
33492,,5,9,12.0,1,2,0,
33493,,18,19,40.0,1,2,1,
33494,,5,13,29.0,1,1,1,
33495,,14,5,77.0,0,1,1,
33496,,21,7,52.0,0,0,1,
33497,,17,10,35.0,0,3,0,
33498,,14,5,77.0,0,0,1,
33499,,20,6,74.0,0,2,1,
33500,,17,9,71.0,0,4,0,
33502,,21,4,77.0,0,3,1,
33503,,8,15,33.0,0,0,1,
33504,,12,5,49.0,1,4,1,
33505,,8,8,65.0,1,2,0,
33506,,5,2,76.0,0,4,0,
33507,,2,18,12.0,0,0,1,
33508,,1,10,26.0,1,0,1,
33509,,5,19,20.0,1,2,0,
33510,,2,5,60.0,1,4,0,
33511,,21,19,63.0,0,2,0,
33512,,12,7,61.0,0,5,0,
33513,,22,14,45.0,0,4,0,
33514,,17,18,64.0,1,1,1,
33515,,2,0,22.0,0,5,0,
33518,,21,18,79.0,1,2,1,
33519,,27,8,37.0,1,4,0,
33521,,5,20,18.0,0,2,1,
33522,,1,9,41.0,0,1,0,
33523,,5,17,40.0,0,0,0,
33524,,13,12,49.0,0,0,1,
33526,,10,12,70.0,1,3,1,
33529,,4,10,69.0,0,5,0,
33530,,22,19,60.0,1,1,1,
33531,,17,20,45.0,0,5,0,
33532,,21,10,51.0,1,0,0,
33534,,13,0,57.0,0,0,1,
33535,,26,19,72.0,0,2,1,
33536,,4,8,75.0,0,2,1,
33537,,1,0,21.0,0,1,1,
33538,,4,1,64.0,0,0,1,
33540,,8,8,31.0,0,0,0,
33541,,9,17,78.0,1,1,1,
33542,,14,16,42.0,0,4,1,
33543,,8,0,60.0,0,2,1,
33544,,17,11,13.0,0,2,0,
33545,,28,3,49.0,0,5,1,
33546,,17,16,37.0,0,3,0,
33547,,17,0,15.0,0,0,1,
33548,,5,0,26.0,0,0,0,
33550,2023-01-11,18,13,21.0,0,1,1,
33551,,13,20,35.0,1,5,0,
33553,2023-01-11,5,9,54.0,1,4,1,
33554,,18,2,55.0,0,2,0,
33555,,1,12,40.0,0,2,0,
33556,2023-01-11,18,9,47.0,0,0,1,
33558,,17,17,11.0,1,4,0,
33559,2023-02-11,3,20,43.0,1,2,1,
33560,,2,0,16.0,1,3,1,
33561,,2,17,64.0,0,1,1,
33562,2023-01-11,14,13,69.0,1,1,1,
33563,,1,3,22.0,0,4,0,
33564,,16,10,15.0,0,1,0,
33565,2023-01-11,2,2,29.0,1,2,1,
33566,2023-01-11,13,7,52.0,0,1,1,
33567,,8,10,53.0,0,4,0,
33569,,2,9,47.0,0,5,0,
33571,,5,8,43.0,1,3,0,
33572,2023-02-11,11,8,30.0,0,1,0,
33573,2023-01-11,4,18,63.0,0,5,1,
33574,,3,18,72.0,1,4,1,
33575,2023-01-11,21,6,53.0,1,5,1,
33576,2023-01-11,14,4,77.0,0,2,0,
33578,,5,11,22.0,1,4,1,
33579,2023-01-11,11,8,79.0,1,1,1,
33580,,8,8,78.0,0,2,0,
33581,2023-01-11,17,3,54.0,0,4,1,
33582,2023-01-11,8,17,23.0,0,3,1,
33584,2023-02-11,8,19,70.0,0,3,1,
33586,2023-01-11,8,4,52.0,0,0,1,
33587,2023-01-11,5,8,42.0,0,2,1,
33588,2023-01-11,17,3,45.0,0,1,1,
33589,,15,6,30.0,0,4,1,
33590,2023-03-11,5,6,45.0,0,0,0,
33591,2023-03-11,4,4,36.0,1,0,1,
33592,2023-02-11,17,11,71.0,0,5,0,
